"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI001671","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Breakfast","8:00 AM","IND0051","Masala Omelette","1 serving","1","182","13.1","5.5","11.2","1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001672","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Breakfast","8:00 AM","IND0837","Vegetable Toastie","1/2 serving","0.5","218","8.8","26.4","8.2","3.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001673","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Mid-Morning","11:00 AM","CLN0008","Watermelon","1 bowl","1","60","1.2","15.2","0.3","0.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001674","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Lunch","1:30 PM","IND0249","Masala Khichdi","1 katori","0.8","253.6","5.4","46.6","5","2.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001675","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Lunch","1:30 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001676","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Lunch","1:30 PM","IND0201","Beetroot Sabzi","1 katori","0.8","170.4","5","18.2","7.8","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001677","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001678","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001679","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001680","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Dinner","8:00 PM","IND0446","Chicken Curry","3/4 katori","0.75","226.5","25.8","8.5","10.4","2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001681","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Dinner","8:00 PM","IND0152","Vegetable Korma","3/4 katori","0.75","199.5","4.9","14","9.1","4.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001682","DC019","Fatty liver / MASLD — Non-Veg — Condition support","Non-Veg","Fatty liver / MASLD","Condition support","7","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal.","Yes"
"MI001683","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001684","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Breakfast","8:00 AM","IND0051","Masala Omelette","1 serving","1","182","13.1","5.5","11.2","1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001685","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Breakfast","8:00 AM","IND0837","Vegetable Toastie","1/2 serving","0.5","218","8.8","26.4","8.2","3.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001686","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001687","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001688","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Lunch","1:30 PM","IND0446","Chicken Curry","3/4 katori","0.75","226.5","25.8","8.5","10.4","2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001689","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Lunch","1:30 PM","IND0198","Cabbage Sabzi","1 katori","0.8","170.4","5.4","19","8.4","4.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001690","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001691","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001692","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Dinner","8:00 PM","IND0248","Moong Dal Khichdi","1 katori","0.8","256","5.8","39.8","4.9","2.1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001693","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001694","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","1","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001695","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001696","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Breakfast","8:00 AM","IND0017","Plain Idli","2 pieces","0.67","215.1","5.8","34.1","6.1","4.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001697","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001698","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Breakfast","8:00 AM","IND0065","Coconut Chutney","1 tablespoon","0.5","16","0.4","2","0.6","0.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001699","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Mid-Morning","11:00 AM","CLN0003","Guava Whole","1 small","1","68","2.6","14.3","1","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001700","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001701","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Lunch","1:30 PM","IND0484","Fish Curry","3/4 katori","0.75","209.3","31.6","7.5","11.5","1.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001702","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Lunch","1:30 PM","IND0199","French Bean Sabzi","1 katori","0.8","160","4.4","17.1","7.1","4.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001703","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001704","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001705","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001706","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Dinner","8:00 PM","IND0125","Palak Paneer","3/4 katori","0.75","169.5","6","16.3","8.4","5.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001707","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001708","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","2","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001709","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001710","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Breakfast","8:00 AM","IND0050","Egg Bhurji","1 serving","1","212","14.3","6.1","14.3","1.3","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001711","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Breakfast","8:00 AM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001712","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001713","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Lunch","1:30 PM","IND0013","Bajra Roti","2 small","2","218","7.4","44.2","5.4","8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001714","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Lunch","1:30 PM","IND0136","Chole Masala","3/4 katori","0.75","154.5","5","15.8","8.3","4.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001715","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Lunch","1:30 PM","IND0200","Carrot Peas Sabzi","1 katori","0.8","144","5.4","19","7.5","4.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001716","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Evening","5:00 PM","IND0370","Peanut Chaat","1/2 serving","0.5","126","3.6","18.2","5.8","1.9","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001717","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Dinner","8:00 PM","IND0077","Chicken Shorba","1 bowl","1","166","9.1","25.9","5.8","5.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001718","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001719","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Dinner","8:00 PM","IND0200","Carrot Peas Sabzi","1 katori","0.8","144","5.4","19","7.5","4.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001720","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","3","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001721","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001722","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Breakfast","8:00 AM","IND0312","Poha","1 katori","0.75","238.5","6.6","34","6.5","4.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001723","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Breakfast","8:00 AM","IND0369","Roasted Chana","2 tablespoons","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001724","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Mid-Morning","11:00 AM","CLN0004","Orange Whole","1 medium","1","62","1.2","15.4","0.2","3.1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001725","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001726","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Lunch","1:30 PM","IND0053","Egg Curry","1 serving","1","204","15.7","6.4","13.1","1.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001727","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Lunch","1:30 PM","IND0184","Beans Poriyal","1 katori","0.8","145.6","4.6","17.3","6.8","5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001728","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Evening","5:00 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001729","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Evening","5:00 PM","IND0369","Roasted Chana","20 g","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001730","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001731","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Dinner","8:00 PM","IND0484","Fish Curry","3/4 katori","0.75","209.3","31.6","7.5","11.5","1.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001732","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001733","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","4","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001734","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001735","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Breakfast","8:00 AM","IND0049","Boiled Egg","1 egg","0.5","110","8.3","2.9","7","0.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001736","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Breakfast","8:00 AM","IND0319","Dalia Upma","3/4 katori","0.6","177.6","7.3","29.9","5.5","4.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
